Elevation,Area
100,9854.34
200,1224.63
300,1010.61
400,880.32
500,702.58
600,599.33
700,515.18
800,391.11
900,265.75
1000,185.68
1100,134.59
1200,116.77
1300,158.20
1400,212.73
1500,172.80
1600,13.31
1700,4.08
1800,0.64
