Month,Mean,P25,P75
1.0,1.46,0.75,2.50
2.0,1.16,0.57,1.97
3.0,0.85,0.43,1.63
4.0,2.17,0.73,4.85
5.0,7.44,3.62,12.29
6.0,12.90,7.23,19.80
7.0,17.48,11.34,25.66
8.0,13.49,7.99,20.52
9.0,10.15,4.88,16.75
10.0,6.86,3.65,10.86
11.0,1.59,0.63,3.24
12.0,1.32,0.55,2.67
