Month,SCA
1.0,-0.69
2.0,-0.38
3.0,-0.35
4.0,-0.51
5.0,-0.98
6.0,-0.00
7.0,-0.25
8.0,-1.31
9.0,-1.42
10.0,-2.40
11.0,-3.89
12.0,-1.81
