Elevation,Area
100,5985.33
200,2750.64
300,1552.41
400,1103.56
500,711.59
600,587.73
700,575.93
800,619.29
900,772.99
1000,805.18
1100,950.72
1200,935.70
1300,1061.27
1400,1020.27
1500,999.67
1600,897.70
1700,818.28
1800,631.31
1900,497.79
2000,335.73
2100,198.34
2200,117.20
2300,74.92
2400,34.56
2500,25.97
2600,18.68
2700,8.16
2800,6.65
2900,4.08
3000,2.36
3100,0.86
3200,0.43
3300,0.21
