Month,SCA
1.0,0.00
2.0,0.00
3.0,0.01
4.0,0.08
5.0,0.25
6.0,-0.25
7.0,1.09
8.0,0.06
9.0,0.23
10.0,0.00
11.0,-0.00
12.0,0.00
