Elevation,Area
100,1014.91
200,831.37
300,558.54
400,286.57
500,209.72
600,137.38
700,99.39
800,106.47
900,136.09
1000,132.23
1100,134.38
1200,132.44
1300,129.65
1400,134.80
1500,128.80
1600,121.71
1700,114.63
1800,122.36
1900,129.01
2000,120.21
2100,132.44
2200,134.81
2300,153.91
2400,157.34
2500,184.82
2600,197.06
2700,169.15
2800,122.78
2900,106.90
3000,58.60
3100,30.05
3200,16.10
3300,10.73
3400,8.16
3500,3.65
3600,3.86
3700,1.07
3800,0.86
3900,0.21
