Month,SCA
1.0,-0.02
2.0,-0.04
3.0,-0.04
4.0,-0.02
5.0,0.11
6.0,0.21
7.0,0.34
8.0,0.01
9.0,-0.04
10.0,0.00
11.0,-0.00
12.0,-0.00
