Month,Mean,P25,P75
1.0,0.00,0.00,0.00
2.0,0.00,0.00,0.00
3.0,0.00,0.00,0.02
4.0,0.02,0.00,0.16
5.0,0.60,0.04,1.65
6.0,3.85,1.63,6.73
7.0,7.00,4.29,10.34
8.0,5.93,3.95,8.70
9.0,3.70,2.26,5.63
10.0,1.62,0.69,3.26
11.0,0.24,0.05,0.89
12.0,0.00,0.00,0.03
