Month,Mean,P25,P75
1.0,0.42,0.28,0.63
2.0,0.24,0.15,0.39
3.0,0.22,0.14,0.35
4.0,0.38,0.16,0.92
5.0,1.19,0.51,2.41
6.0,6.88,3.41,12.51
7.0,14.88,9.04,20.64
8.0,13.87,9.14,19.55
9.0,13.30,8.57,18.16
10.0,7.65,4.97,10.37
11.0,3.17,1.90,4.76
12.0,1.08,0.62,1.80
