Month,Elevation,SCA,CCA
1.0,0.0,0.0,9.018878106205824
1.0,100.0,0.005276831709687544,10.530648347540623
1.0,200.0,0.0018538874033539048,10.743218899573668
1.0,300.0,8.172978952111281E-5,11.385756901204442
1.0,400.0,0.0,11.949231252575773
1.0,500.0,0.0,12.481047940781119
1.0,600.0,0.0033833090088894774,12.499661518954076
1.0,700.0,9.605390771310049E-4,13.075733636705515
1.0,800.0,0.0014293854483387119,13.4852174966678
1.0,900.0,0.00298520081816615,13.7419222763091
1.0,1000.0,0.006223860464031511,13.952187365662473
1.0,1100.0,0.009525958293295417,14.143880458503821
1.0,1200.0,0.026480682498226066,14.027337879586549
1.0,1300.0,0.11031337202738763,13.857992108421056
1.0,1400.0,0.5271124047011418,13.811599949320359
1.0,1500.0,2.9810802469775073,14.298203926889071
1.0,1600.0,12.244338482396554,14.842164532739048
1.0,1700.0,32.06804700398175,15.568259342683811
1.0,1800.0,62.159417034062535,17.04389018658679
1.0,1900.0,88.06164041605989,20.095755702125036
1.0,2000.0,95.72011370073506,27.57527580186135
1.0,2100.0,97.60962470480001,31.684379022238353
1.0,2200.0,98.31936996242898,36.08351297066101
1.0,2300.0,98.61264969395906,40.050397323894124
1.0,2400.0,99.05190839694659,50.359123368628374
1.0,2500.0,98.20438918715269,46.74068064911115
1.0,2600.0,97.14580859653287,46.82862855348126
1.0,2700.0,96.16607063030845,43.86863166395086
1.0,2800.0,96.91061452513968,40.71994954045775
2.0,0.0,0.0,12.615550715908505
2.0,100.0,0.003082352100809403,14.14413977249429
2.0,200.0,0.0012102300304638798,14.373597832047112
2.0,300.0,0.001512001106140587,14.748533928457197
2.0,400.0,9.368727193399876E-4,15.264982511224241
2.0,500.0,9.772689790426259E-5,15.612124376366571
2.0,600.0,0.002322595914210614,15.59134000493113
2.0,700.0,6.963908309199785E-4,15.843265929193853
2.0,800.0,0.0010720390862540338,16.156227289244633
2.0,900.0,0.0029022785732170904,16.32542195624716
2.0,1000.0,0.0047577955547263105,16.474485717144123
2.0,1100.0,0.008538511397039185,16.566461610680477
2.0,1200.0,0.02157048478780862,16.48011849993791
2.0,1300.0,0.08032088668464393,16.363474393933785
2.0,1400.0,0.2856980412963257,16.280770792640553
2.0,1500.0,1.1563849816796707,16.390244313006242
2.0,1600.0,4.671063995499978,16.332450758870284
2.0,1700.0,13.772209381373207,16.356806612518362
2.0,1800.0,37.022032187674995,19.588229493841716
2.0,1900.0,71.82625088301891,19.69062042238562
2.0,2000.0,89.68879511819519,23.610803395010635
2.0,2100.0,94.16319223801888,26.885958382314076
2.0,2200.0,95.86196653928901,29.788340882442586
2.0,2300.0,96.53032910494102,30.98125339167588
2.0,2400.0,98.69725190839696,35.45017886319234
2.0,2500.0,97.85607987190356,32.619592243212125
2.0,2600.0,96.40465447637139,31.75910602269474
2.0,2700.0,96.33057666517658,30.31910825663027
2.0,2800.0,96.0,27.418953743824453
3.0,0.0,1.7497722206699536E-5,17.71103108151584
3.0,100.0,0.021683048936652002,18.63637215923742
3.0,200.0,0.009959345218849253,18.440662017037358
3.0,300.0,0.0018144013273687044,18.56543606784637
3.0,400.0,0.0015573988061755638,18.78325814891121
3.0,500.0,0.0034855926919186986,18.813507282903764
3.0,600.0,0.01766765040216015,18.122258822071917
3.0,700.0,0.00797247434018734,18.213374778761004
3.0,800.0,0.006872045424705345,18.20102470813181
3.0,900.0,0.005528149663270649,18.138546338667595
3.0,1000.0,0.005089734779474658,18.170303837383635
3.0,1100.0,0.012372128758975144,18.1897869738594
3.0,1200.0,0.024902404662734745,18.02261202779556
3.0,1300.0,0.09141975577057704,17.829960634534036
3.0,1400.0,0.2990280749901129,17.915636267921016
3.0,1500.0,1.0682228762813353,18.908173160618702
3.0,1600.0,4.5956569021966445,20.177198390697455
3.0,1700.0,10.922428862775565,22.59678684167105
3.0,1800.0,29.847666038418414,29.022192327780733
3.0,1900.0,63.748868389269965,28.210879055919946
3.0,2000.0,84.90738410292764,28.55351272563369
3.0,2100.0,91.04168840160472,30.061789220259058
3.0,2200.0,93.67513888442889,30.516859282005132
3.0,2300.0,93.6500842721547,32.577681931747705
3.0,2400.0,96.49251908396948,34.16647579399339
3.0,2500.0,95.23754356221156,33.471974380042695
3.0,2600.0,92.9671099501306,33.21855911130826
3.0,2700.0,93.17791685292802,32.97573251838001
3.0,2800.0,92.35614525139665,30.601821609945983
4.0,0.0,0.10371068302564597,37.288775324949256
4.0,100.0,0.2632519359748372,37.922001228288075
4.0,200.0,0.24555884725763424,37.03177035205849
4.0,300.0,0.33316482039606327,37.457338369460416
4.0,400.0,0.44610300313154566,37.670632512389645
4.0,500.0,0.5383594042721597,37.62734222978708
4.0,600.0,0.7254118600489832,36.259250490861355
4.0,700.0,0.6226805688689098,36.40913571094507
4.0,800.0,0.5730406262389898,36.06453637938887
4.0,900.0,0.5287465950391903,35.40251181057405
4.0,1000.0,0.5501970753550857,35.02773875144749
4.0,1100.0,0.5937513631493702,34.9511674110479
4.0,1200.0,0.8271097379673678,34.62846355856632
4.0,1300.0,1.357510074152377,34.687621689122885
4.0,1400.0,2.538134713412852,35.6978481682344
4.0,1500.0,5.101798892702313,38.2088073174001
4.0,1600.0,11.585422237606917,41.02339271155196
4.0,1700.0,20.818646207633286,44.9683585078431
4.0,1800.0,39.791629156225696,50.49563625073992
4.0,1900.0,67.28419018103703,51.7782401803499
4.0,2000.0,85.57894772547648,53.213507515793815
4.0,2100.0,90.73630224683936,53.567556589057425
4.0,2200.0,92.50372499277479,52.885601396770156
4.0,2300.0,92.37571187793844,55.01841583251392
4.0,2400.0,95.29725190839696,55.46228545298692
4.0,2500.0,94.6634642554394,54.575969386467676
4.0,2600.0,93.59914509617666,55.462319383300134
4.0,2700.0,92.78766204738488,55.048577160819555
4.0,2800.0,92.87430167597765,54.685939421780304
5.0,0.0,1.3196765790516742,53.06146946219314
5.0,100.0,1.5998335947992002,50.33818820885169
5.0,200.0,1.7243073167481684,48.570030545124276
5.0,300.0,2.345938769836541,49.17996017801092
5.0,400.0,3.005668235023886,49.23186214250404
5.0,500.0,3.498379330339523,49.46904894068492
5.0,600.0,4.256341579738156,49.41104139171889
5.0,700.0,4.514429227433709,49.990418982656784
5.0,800.0,4.515499669387244,50.24722404516523
5.0,900.0,4.368572035583944,50.026670117254824
5.0,1000.0,4.399039545785645,49.979512045867025
5.0,1100.0,4.7129219669805495,50.18972396727945
5.0,1200.0,5.544756314589902,50.379886171107756
5.0,1300.0,7.5943730507773255,51.59417646822286
5.0,1400.0,11.2834164355292,53.85410176619967
5.0,1500.0,18.66953730035605,57.42835143010928
5.0,1600.0,30.84185193198047,61.56022998581922
5.0,1700.0,45.406974847042804,66.70890423368667
5.0,1800.0,68.25660610485525,70.93392945015212
5.0,1900.0,87.62826820572634,74.16968031276602
5.0,2000.0,95.13184129385469,78.05250512075776
5.0,2100.0,96.70643132866071,77.38454539594068
5.0,2200.0,97.34342988343343,76.28943137079628
5.0,2300.0,96.87916260090483,76.76244915044629
5.0,2400.0,97.5459541984733,73.53874124726127
5.0,2500.0,96.82292549684469,72.20596398257298
5.0,2600.0,96.28057468534789,74.07440760825905
5.0,2700.0,96.52190433616451,73.88342830351856
5.0,2800.0,97.28770949720672,75.74314036717173
6.0,0.0,4.229157423424764,64.77061065528302
6.0,100.0,4.201293382157729,63.542934690754066
6.0,200.0,4.339052525464558,63.30523881177643
6.0,300.0,5.546341335523735,63.85899598870373
6.0,400.0,6.8620685262154755,64.52215369862935
6.0,500.0,8.479287071421236,66.00254376638821
6.0,600.0,11.01073113182174,67.66641556690544
6.0,700.0,12.463682723772395,69.1326750872492
6.0,800.0,13.208979602044431,69.71578314737492
6.0,900.0,14.224845130513119,69.8875957427618
6.0,1000.0,15.842331037781948,70.03356759058809
6.0,1100.0,17.96537956513384,70.41620998219298
6.0,1200.0,22.539327726538573,71.38467184079273
6.0,1300.0,31.642577504982757,73.40074931443856
6.0,1400.0,42.8642795463066,75.66561461877157
6.0,1500.0,54.964365561509304,78.84886790534229
6.0,1600.0,68.32883561940204,83.09491175850366
6.0,1700.0,77.20909973778768,87.47881563284744
6.0,1800.0,85.87319681459964,89.81686330986801
6.0,1900.0,93.24669631814783,91.46311245455851
6.0,2000.0,97.66958607098157,92.53354938928254
6.0,2100.0,98.33498676935042,91.6248518072405
6.0,2200.0,98.66903760315984,91.25551561943288
6.0,2300.0,98.6581566575002,91.44862473757365
6.0,2400.0,98.05022900763359,88.23950708833148
6.0,2500.0,98.90100781765095,87.35595204456462
6.0,2600.0,99.78805509380194,87.80706200314364
6.0,2700.0,100.0,88.3958660621155
6.0,2800.0,100.0,90.47587124235167
7.0,0.0,3.8033910442359407,57.80270517766792
7.0,100.0,3.78942848334182,56.119568349942405
7.0,200.0,3.642602461003599,55.066254949533
7.0,300.0,4.3794690089291874,55.69159271890478
7.0,400.0,5.30138420021774,56.341683862536556
7.0,500.0,6.457313721354675,56.85484434600766
