Month,Mean,P25,P75
1.0,1.94,1.11,3.24
2.0,2.97,1.59,4.65
3.0,3.41,1.86,5.74
4.0,6.59,3.82,10.28
5.0,14.80,9.72,20.89
6.0,22.52,15.19,30.99
7.0,23.85,16.01,33.07
8.0,15.73,10.18,22.32
9.0,9.10,5.32,13.57
10.0,4.30,2.49,6.89
11.0,2.32,1.35,3.81
12.0,1.87,1.13,3.08
