Month,SCA
1.0,-0.14
2.0,-0.06
3.0,-0.04
4.0,-0.03
5.0,0.13
6.0,-0.10
7.0,0.00
8.0,-0.00
9.0,-0.05
10.0,-0.05
11.0,-0.77
12.0,-0.66
