Elevation,SCA,CCA
0.0,7.54249222281555,7.54249222281555
100.0,14.493536763856515,14.493536763856515
200.0,23.603278335917818,23.603278335917818
300.0,27.503971300753303,27.503971300753303
400.0,33.34178611111653,33.34178611111653
500.0,40.478876746519234,40.478876746519234
600.0,45.32566529571894,45.32566529571894
700.0,51.44424258586014,51.44424258586014
800.0,61.680034389210924,61.680034389210924
900.0,72.39491992895385,72.39491992895385
1000.0,84.67709681579217,84.67709681579217
1100.0,93.2824979810194,93.2824979810194
1200.0,95.79748436184587,95.79748436184587
1300.0,96.42345259849434,96.42345259849434
1400.0,96.6521530150786,96.6521530150786
1500.0,96.71012290037137,96.71012290037137
1600.0,96.63786876539852,96.63786876539852
1700.0,96.71551853467278,96.71551853467278
1800.0,96.44398504765742,96.44398504765742
1900.0,96.18214764258659,96.18214764258659
2000.0,96.94144114699019,96.94144114699019
2100.0,97.67253784269137,97.67253784269137
2200.0,98.16551848604372,98.16551848604372
2300.0,98.29120688823697,98.29120688823697
2400.0,98.30039224118912,98.30039224118912
2500.0,98.4545412978733,98.4545412978733
2600.0,98.65912734788432,98.65912734788432
2700.0,98.5042936891681,98.5042936891681
2800.0,98.74203087036088,98.74203087036088
2900.0,98.8118583770173,98.8118583770173
3000.0,98.73509392848963,98.73509392848963
3100.0,98.99039840389047,98.99039840389047
3200.0,99.09792176928495,99.09792176928495
3300.0,99.02883507239024,99.02883507239024
