Month,SCA
1.0,-0.64
2.0,-0.40
3.0,-0.35
4.0,-0.53
5.0,-0.50
6.0,-0.00
7.0,-0.24
8.0,-1.24
9.0,-1.31
10.0,-2.16
11.0,-3.75
12.0,-1.74
