Month,Mean,P25,P75
1.0,0.21,0.09,0.42
2.0,0.26,0.11,0.51
3.0,0.24,0.11,0.59
4.0,0.92,0.26,2.65
5.0,4.93,2.23,8.84
6.0,9.82,5.27,15.69
7.0,13.05,6.82,22.02
8.0,7.86,3.01,14.37
9.0,3.75,1.10,8.11
10.0,1.66,0.47,3.57
11.0,0.25,0.06,0.74
12.0,0.11,0.03,0.34
