Elevation,Area
100,772.56
200,207.15
300,182.03
400,165.07
500,196.84
600,215.95
700,185.25
800,148.97
900,138.88
1000,119.78
1100,102.61
1200,87.37
1300,51.73
1400,36.92
1500,19.32
1600,11.59
1700,3.86
1800,2.15
1900,0.64
