Month,Mean,P25,P75
1.0,0.04,0.01,0.23
2.0,0.07,0.02,0.31
3.0,0.26,0.05,1.13
4.0,1.87,0.48,3.91
5.0,7.02,3.88,11.15
6.0,11.20,6.71,16.74
7.0,11.82,7.09,17.64
8.0,5.59,2.89,9.37
9.0,1.63,0.50,3.57
10.0,0.32,0.05,1.19
11.0,0.06,0.01,0.38
12.0,0.04,0.01,0.22
