Month,Mean,P25,P75
1.0,0.00,0.00,0.14
2.0,0.01,0.00,0.22
3.0,0.17,0.00,0.91
4.0,1.24,0.26,3.41
5.0,5.80,2.77,10.11
6.0,11.08,6.54,16.78
7.0,10.82,6.23,16.57
8.0,5.41,2.67,9.17
9.0,1.57,0.39,3.76
10.0,0.30,0.03,1.36
11.0,0.03,0.00,0.45
12.0,0.00,0.00,0.10
