Month,Mean,P25,P75
1.0,0.03,0.00,0.31
2.0,0.04,0.00,0.49
3.0,0.38,0.02,1.37
4.0,1.67,0.53,3.62
5.0,6.64,3.64,10.58
6.0,12.65,8.26,18.02
7.0,12.02,7.39,17.82
8.0,5.98,3.23,9.69
9.0,1.85,0.65,3.92
10.0,0.40,0.06,1.41
11.0,0.05,0.00,0.50
12.0,0.00,0.00,0.19
