Month,SCA
1.0,-0.02
2.0,-0.01
3.0,-0.01
4.0,-0.01
5.0,0.28
6.0,0.36
7.0,0.64
8.0,0.04
9.0,-0.01
10.0,0.01
11.0,-0.01
12.0,-0.01
