Month,SCA
1.0,-0.01
2.0,-0.00
3.0,-0.01
4.0,-0.00
5.0,-1.16
6.0,0.00
7.0,-1.36
8.0,-0.08
9.0,-0.52
10.0,-0.00
11.0,-0.02
12.0,-0.03
