Month,SCA
1.0,-0.07
2.0,-0.02
3.0,-0.08
4.0,0.05
5.0,1.39
6.0,-0.27
7.0,0.92
8.0,0.14
9.0,0.07
10.0,-0.06
11.0,-0.09
12.0,-0.02
