Month,Mean,P25,P75
1.0,1.18,0.59,2.21
2.0,2.16,1.15,3.38
3.0,2.04,1.08,4.34
4.0,4.41,2.20,7.52
5.0,10.90,6.43,16.55
6.0,19.71,13.61,26.42
7.0,20.82,14.46,27.99
8.0,13.22,8.75,18.50
9.0,6.70,3.75,11.11
10.0,3.33,1.89,5.76
11.0,1.79,1.04,3.08
12.0,1.07,0.44,2.34
