Elevation,Area
100,6306.24
200,2880.29
300,1307.70
400,933.77
500,589.67
600,394.97
700,329.72
800,318.34
900,316.19
1000,324.99
1100,334.44
1200,376.08
1300,384.02
1400,388.96
1500,389.82
1600,425.45
1700,419.23
1800,439.62
1900,432.32
2000,456.15
2100,519.69
2200,475.68
2300,420.30
2400,404.20
2500,382.74
2600,287.43
2700,238.91
2800,154.34
2900,94.88
3000,50.44
3100,21.90
3200,11.59
3300,8.16
3400,3.65
3500,2.15
3600,1.07
3700,1.07
3800,1.50
