Month,SCA
1.0,-0.10
2.0,-0.06
3.0,-0.05
4.0,-0.02
5.0,0.07
6.0,0.12
7.0,2.11
8.0,0.20
9.0,0.05
10.0,-0.02
11.0,-0.06
12.0,-0.13
