Month,SCA
1.0,0.00
2.0,0.01
3.0,0.02
4.0,0.03
5.0,0.34
6.0,-0.30
7.0,0.25
8.0,0.04
9.0,0.16
10.0,0.01
11.0,-0.00
12.0,0.00
