Month,Elevation,SCA,CCA
1.0,0.0,0.484689296694692,21.342181384382158
1.0,100.0,0.8011392048374193,50.442681901101146
1.0,200.0,1.2870607675975487,59.09072316562527
1.0,300.0,2.3003827430980106,66.54867121211397
1.0,400.0,3.41541407013408,72.72095426676626
1.0,500.0,6.164127112016873,77.56154243484589
1.0,600.0,10.767143777893981,82.36054509074567
1.0,700.0,17.476469897899307,85.28125802913856
1.0,800.0,24.03550390703266,88.2180182392828
1.0,900.0,26.262016965127238,91.69146575050931
1.0,1000.0,22.31859131859132,93.97392407069825
1.0,1100.0,11.424534803583736,95.83317400680288
1.0,1200.0,26.290816326530614,93.70506912442404
1.0,1300.0,32.0,91.2258064516129
2.0,0.0,0.5980114138670642,19.621919021960583
2.0,100.0,0.9253253551612964,45.928134730401176
2.0,200.0,1.3560739187021427,53.890365204241185
2.0,300.0,2.1828850784979767,61.0507454672539
2.0,400.0,2.882904986693836,66.83823368437186
2.0,500.0,4.856220921506829,71.48525156080929
2.0,600.0,8.206163125828459,76.35194415242815
2.0,700.0,15.201013183116222,79.88447579010044
2.0,800.0,21.178801843317974,83.58069079097926
2.0,900.0,24.508696769771227,88.24639561420048
2.0,1000.0,21.040745290745292,90.9998474653647
2.0,1100.0,13.39145416953825,93.02371859942139
2.0,1200.0,23.857142857142858,88.31540336862298
2.0,1300.0,31.0,84.88063660477454
3.0,0.0,1.4254920491820247,18.681998754949305
3.0,100.0,2.3684288957577007,43.62862057478507
3.0,200.0,3.2440389876956384,51.24606491996531
3.0,300.0,4.639950206302685,58.16396843177908
3.0,400.0,6.3198166513034275,63.87773263525237
3.0,500.0,10.085997298514183,68.89252427451896
3.0,600.0,17.075032530310953,73.92370242763862
3.0,700.0,26.833118178617532,77.62096041155678
3.0,800.0,35.120456822280104,81.60861546067434
3.0,900.0,40.70276754348385,86.69688939252265
3.0,1000.0,38.562448812448814,89.68678150407891
3.0,1100.0,35.71330117160579,92.32526137226935
3.0,1200.0,36.714285714285715,87.23636933453388
3.0,1300.0,49.0,80.93655818906096
4.0,0.0,5.609985801372608,19.59709393633901
4.0,100.0,11.235737258376314,45.61660382744653
4.0,200.0,14.541455718911374,54.20734313933268
4.0,300.0,18.659551791584207,61.766175708193906
4.0,400.0,23.7912418800788,68.59558228457041
4.0,500.0,31.542358823668806,73.948107076477
4.0,600.0,42.1207938611959,77.95307115012896
4.0,700.0,53.56006728474749,80.6151458273014
4.0,800.0,64.28419154478061,83.5779873858417
4.0,900.0,74.23271356353355,87.18720806020481
4.0,1000.0,79.93550368550369,89.40245096495042
4.0,1100.0,82.51206064782909,91.93710595502456
4.0,1200.0,76.99489795918367,87.80290641897787
4.0,1300.0,64.0,84.20584045584044
5.0,0.0,14.32791355744604,17.232492981230944
5.0,100.0,30.284670091236393,40.49115685416342
5.0,200.0,37.376065607131146,48.424559836581054
5.0,300.0,44.48081840027395,55.61033384846666
5.0,400.0,53.0401162538638,62.69511175747648
5.0,500.0,62.524246230163435,68.27154980825594
5.0,600.0,72.66848268901023,71.65713527275895
5.0,700.0,80.23027422446505,73.9260843011085
5.0,800.0,85.6814666399519,76.61977966888992
5.0,900.0,88.97952189186873,80.35685295743447
5.0,1000.0,89.91973791973793,82.85751578020779
5.0,1100.0,88.8104755341144,86.21442365163271
5.0,1200.0,87.3265306122449,81.60293008278873
5.0,1300.0,87.0,79.45409429280396
6.0,0.0,21.123669983345238,20.76315659773809
6.0,100.0,47.00933972947007,47.57099759521221
6.0,200.0,58.13134113034644,55.93831887486421
6.0,300.0,67.32443219116615,63.03144777594049
6.0,400.0,77.49023386104308,70.32266412705033
6.0,500.0,84.69173045174846,75.28695922952636
6.0,600.0,89.53628193746884,77.93667665682726
6.0,700.0,92.33753863005124,79.83649782882927
6.0,800.0,94.13532358244841,81.99689307420097
6.0,900.0,94.28943535258333,84.62534487190389
6.0,1000.0,93.34684684684684,86.3043875043873
6.0,1100.0,92.37215713301171,88.42420005907277
6.0,1200.0,94.8265306122449,85.03100097181718
6.0,1300.0,98.0,76.65714285714284
7.0,0.0,23.296214743992138,21.234309376265013
7.0,100.0,53.15805131855319,49.881093114111735
7.0,200.0,66.54632885091922,59.32257219020987
7.0,300.0,76.68866279137835,66.99228151976655
7.0,400.0,86.71712204782085,74.2729638878951
7.0,500.0,91.88097664241648,79.0502867403046
7.0,600.0,94.29993554742128,81.48702646299989
7.0,700.0,95.71049955013105,82.96877494280133
7.0,800.0,96.29989981967542,84.85392844257834
