Month,SCA
1.0,-1.14
2.0,-0.78
3.0,-0.71
4.0,-0.90
5.0,-0.02
6.0,-0.30
7.0,-0.06
8.0,-0.19
9.0,-0.29
10.0,-0.49
11.0,-1.64
12.0,-1.50
