Elevation,Area
100,7108.64
200,1032.51
300,696.78
400,601.90
500,510.03
600,530.42
700,521.84
800,463.02
900,360.20
1000,333.58
1100,317.48
1200,294.94
1300,234.84
1400,169.37
1500,109.48
1600,49.37
1700,20.82
1800,9.87
1900,10.30
2000,7.08
2100,6.65
2200,5.80
2300,4.72
2400,2.79
2500,2.36
2600,1.07
2700,1.50
2800,1.72
2900,1.50
3000,0.86
3100,0.86
