Month,Mean,P25,P75
1.0,0.43,0.29,0.65
2.0,0.25,0.16,0.39
3.0,0.22,0.14,0.36
4.0,0.41,0.17,1.02
5.0,1.21,0.52,2.46
6.0,7.04,3.51,12.69
7.0,14.93,9.07,20.76
8.0,13.99,9.18,19.80
9.0,13.50,8.75,18.27
10.0,7.81,5.06,10.56
11.0,3.26,1.96,4.82
12.0,1.09,0.63,1.83
