Month,SCA
1.0,-0.77
2.0,-0.55
3.0,-0.58
4.0,-1.08
5.0,-0.47
6.0,-0.01
7.0,-0.27
8.0,-0.77
9.0,-0.85
10.0,-1.30
11.0,-2.77
12.0,-1.78
