Month,SCA
1.0,-0.01
2.0,-0.01
3.0,-0.02
4.0,-0.03
5.0,0.59
6.0,0.58
7.0,1.07
8.0,0.09
9.0,0.00
10.0,0.00
11.0,-0.01
12.0,-0.01
