Month,Mean,P25,P75
1.0,7.48,5.67,9.67
2.0,9.72,7.49,12.00
3.0,9.29,6.95,11.86
4.0,10.54,8.15,13.36
5.0,13.87,10.47,18.62
6.0,20.11,13.56,30.12
7.0,21.16,13.73,33.00
8.0,12.50,9.24,18.54
9.0,9.20,6.81,12.05
10.0,8.82,6.29,11.50
11.0,7.76,5.44,10.09
12.0,6.25,4.50,8.24
