Month,Mean,P25,P75
1.0,0.39,0.27,0.55
2.0,0.31,0.22,0.42
3.0,0.23,0.16,0.34
4.0,0.28,0.11,0.92
5.0,1.49,0.52,3.87
6.0,3.53,1.56,6.84
7.0,4.67,2.54,8.12
8.0,2.58,1.34,5.05
9.0,1.93,1.04,3.40
10.0,0.74,0.34,1.49
11.0,0.45,0.22,0.88
12.0,0.44,0.22,0.82
