Month,Mean,P25,P75
1.0,2.02,1.32,2.80
2.0,1.90,1.12,2.76
3.0,1.35,0.83,2.05
4.0,1.84,0.79,3.93
5.0,5.26,2.39,9.59
6.0,7.62,4.07,12.54
7.0,9.97,6.02,15.45
8.0,6.47,3.23,11.17
9.0,4.69,2.14,8.34
10.0,2.79,1.27,5.07
11.0,0.67,0.22,1.53
12.0,1.08,0.50,2.00
