Month,SCA
1.0,0.00
2.0,0.00
3.0,0.00
4.0,0.00
5.0,-0.03
6.0,0.00
7.0,-0.15
8.0,-0.67
9.0,-0.76
10.0,-0.67
11.0,-0.24
12.0,-0.00
