Elevation,Area
100,3906.15
200,2340.21
300,1531.59
400,1110.43
500,883.75
600,653.63
700,424.60
800,258.02
900,256.09
1000,224.32
1100,207.15
1200,158.20
1300,112.91
1400,120.85
1500,102.39
1600,71.48
1700,47.01
1800,29.84
1900,16.53
2000,10.73
2100,8.59
2200,4.51
2300,4.51
2400,3.65
2500,1.72
2600,1.72
2700,1.07
2800,0.21
2900,0.21
