Month,Mean,P25,P75
1.0,0.22,0.11,0.50
2.0,0.17,0.09,0.41
3.0,0.13,0.07,0.47
4.0,0.35,0.10,3.03
5.0,2.62,0.41,7.73
6.0,14.44,7.35,22.26
7.0,18.42,10.15,27.60
8.0,16.31,8.08,25.46
9.0,11.88,4.35,20.35
10.0,6.47,1.78,11.73
11.0,1.52,0.32,4.02
12.0,0.20,0.10,0.50
