Month,Mean,P25,P75
1.0,0.19,0.08,0.40
2.0,0.25,0.10,0.49
3.0,0.23,0.10,0.54
4.0,0.81,0.25,2.29
5.0,4.81,2.17,8.57
6.0,9.64,5.02,15.56
7.0,12.84,6.71,21.53
8.0,7.66,2.86,14.20
9.0,3.71,1.05,8.07
10.0,1.61,0.46,3.40
11.0,0.23,0.05,0.71
12.0,0.10,0.03,0.32
