Month,Mean,P25,P75
1.0,0.00,0.00,0.01
2.0,0.00,0.00,0.01
3.0,0.00,0.00,0.05
4.0,0.09,0.00,1.04
5.0,2.23,0.67,4.59
6.0,5.27,2.45,8.83
7.0,4.98,2.39,8.31
8.0,1.72,0.39,3.83
9.0,0.27,0.03,1.42
10.0,0.04,0.00,0.39
11.0,0.01,0.00,0.11
12.0,0.00,0.00,0.03
