Month,Mean,P25,P75
1.0,0.00,0.00,0.00
2.0,0.00,0.00,0.00
3.0,0.00,0.00,0.02
4.0,0.02,0.00,0.15
5.0,0.56,0.04,1.54
6.0,3.79,1.62,6.66
7.0,6.98,4.29,10.21
8.0,5.93,3.94,8.67
9.0,3.61,2.20,5.60
10.0,1.55,0.69,3.25
11.0,0.24,0.04,0.94
12.0,0.00,0.00,0.04
