Month,Mean,P25,P75
1.0,0.46,0.22,0.83
2.0,0.80,0.38,1.29
3.0,0.82,0.43,1.38
4.0,1.47,0.58,3.29
5.0,5.31,2.42,9.39
6.0,8.21,4.31,13.34
7.0,9.69,5.65,15.00
8.0,6.16,2.85,10.76
9.0,3.01,1.08,6.66
10.0,1.37,0.42,3.22
11.0,0.14,0.02,0.55
12.0,0.08,0.01,0.28
