Month,Mean,P25,P75
1.0,0.43,0.18,0.99
2.0,0.56,0.23,1.18
3.0,0.78,0.31,2.03
4.0,2.58,0.90,5.39
5.0,7.81,4.00,13.07
6.0,16.94,10.12,24.78
7.0,19.94,11.85,30.38
8.0,13.75,7.74,20.73
9.0,9.05,3.82,15.61
10.0,4.94,1.95,8.36
11.0,1.58,0.39,3.35
12.0,0.18,0.06,0.58
