Month,SCA
1.0,0.00
2.0,0.00
3.0,0.00
4.0,0.00
5.0,-0.12
6.0,0.00
7.0,-0.16
8.0,-1.11
9.0,-0.98
10.0,-0.78
11.0,-0.26
12.0,-0.00
