Elevation,Area
100,918.96
200,422.45
300,410.21
400,412.79
500,445.20
600,491.35
700,496.29
800,511.10
900,615.43
1000,610.49
1100,567.99
1200,540.51
1300,454.43
1400,359.98
1500,240.63
1600,127.94
1700,53.02
1800,16.74
1900,5.80
2000,1.07
