Month,SCA
1.0,-0.11
2.0,-0.07
3.0,-0.05
4.0,0.12
5.0,0.12
6.0,-0.03
7.0,0.30
8.0,0.19
9.0,0.28
10.0,-0.04
11.0,-0.13
12.0,-0.10
