Elevation,Area
100,7943.45
200,1749.47
300,668.88
400,446.92
500,473.75
600,450.57
700,466.67
800,486.85
900,420.95
1000,422.23
1100,423.52
1200,373.72
1300,333.15
1400,230.11
1500,155.84
1600,73.20
1700,28.55
1800,14.81
1900,10.95
2000,6.44
2100,1.07
