Month,SCA
1.0,-0.09
2.0,-0.05
3.0,-0.06
4.0,-0.01
5.0,0.06
6.0,0.09
7.0,1.94
8.0,0.20
9.0,0.04
10.0,-0.03
11.0,-0.06
12.0,-0.12
