Month,Mean,P25,P75
1.0,0.00,0.00,0.00
2.0,0.00,0.00,0.00
3.0,0.00,0.00,0.00
4.0,0.00,0.00,0.08
5.0,0.43,0.01,1.58
6.0,4.36,1.80,7.71
7.0,8.26,4.84,12.10
8.0,7.66,4.91,11.42
9.0,4.94,2.62,7.41
10.0,1.37,0.43,3.59
11.0,0.06,0.00,0.45
12.0,0.00,0.00,0.00
