Month,Mean,P25,P75
1.0,2.10,1.22,3.14
2.0,3.05,1.94,4.30
3.0,2.94,1.89,4.77
4.0,4.71,3.14,7.62
5.0,10.16,6.43,14.85
6.0,15.76,10.42,21.82
7.0,15.32,10.41,21.20
8.0,9.62,6.06,14.00
9.0,5.57,3.17,9.13
10.0,3.90,2.31,5.83
11.0,2.24,1.36,3.47
12.0,1.74,0.92,3.02
