Month,SCA
1.0,-0.00
2.0,0.00
3.0,0.00
4.0,0.23
5.0,-0.00
6.0,-0.07
7.0,-0.05
8.0,0.13
9.0,0.05
10.0,-0.02
11.0,-0.00
12.0,0.00
