Month,Mean,P25,P75
1.0,3.59,1.96,6.38
2.0,2.42,1.51,4.04
3.0,2.14,1.45,3.26
4.0,3.30,1.75,6.01
5.0,7.14,4.40,10.32
6.0,12.20,7.70,16.49
7.0,16.47,12.26,21.46
8.0,15.89,12.18,19.87
9.0,16.17,11.75,19.36
10.0,13.54,10.72,16.43
11.0,11.54,9.10,14.94
12.0,7.62,4.90,11.79
