Elevation,Area
100,511.96
200,445.42
300,544.80
400,637.97
500,923.03
600,949.65
700,1200.37
800,1161.52
900,958.45
1000,894.27
1100,844.47
1200,797.89
1300,639.90
1400,399.69
1500,244.92
1600,123.86
1700,66.54
1800,25.12
1900,7.08
2000,0.21
2100,0.21
