Month,Mean,P25,P75
1.0,0.40,0.16,1.37
2.0,0.14,0.06,0.40
3.0,0.11,0.05,0.37
4.0,0.83,0.17,2.23
5.0,5.63,2.93,9.12
6.0,12.69,8.69,17.40
7.0,17.94,13.21,22.21
8.0,16.94,13.19,21.13
9.0,18.27,13.72,21.63
10.0,15.01,11.56,17.66
11.0,9.29,6.06,12.48
12.0,2.61,1.27,6.14
