Month,Mean,P25,P75
1.0,1.14,0.53,2.15
2.0,2.11,1.06,3.30
3.0,1.93,1.05,4.18
4.0,4.21,2.18,6.98
5.0,10.67,6.52,15.80
6.0,19.56,13.36,26.34
7.0,20.65,14.26,27.90
8.0,13.04,8.65,18.23
9.0,6.52,3.54,11.00
10.0,3.29,1.85,5.71
11.0,1.77,1.01,3.03
12.0,1.06,0.43,2.31
