Month,Mean,P25,P75
1.0,0.29,0.22,0.38
2.0,0.16,0.09,0.23
3.0,0.10,0.06,0.18
4.0,0.14,0.07,0.27
5.0,0.29,0.14,0.62
6.0,0.90,0.35,2.35
7.0,1.97,1.02,3.70
8.0,1.51,0.89,2.62
9.0,1.41,0.86,2.09
10.0,0.80,0.50,1.17
11.0,0.47,0.26,0.74
12.0,0.48,0.32,0.63
