Month,SCA
1.0,-0.11
2.0,-0.04
3.0,-0.10
4.0,-0.18
5.0,1.77
6.0,0.68
7.0,0.59
8.0,-0.01
9.0,0.19
10.0,0.22
11.0,-0.23
12.0,-0.06
