Month,SCA
1.0,-0.09
2.0,-0.02
3.0,-0.10
4.0,-0.01
5.0,0.95
6.0,-0.33
7.0,0.86
8.0,0.17
9.0,0.09
10.0,-0.05
11.0,-0.12
12.0,-0.03
