Month,SCA
1.0,-0.16
2.0,-0.06
3.0,-0.05
4.0,-0.05
5.0,0.15
6.0,-0.10
7.0,0.00
8.0,-0.00
9.0,-0.06
10.0,-0.06
11.0,-1.00
12.0,-0.74
