Month,Mean,P25,P75
1.0,1.07,0.79,1.37
2.0,0.59,0.37,0.84
3.0,0.43,0.27,0.64
4.0,0.46,0.24,0.97
5.0,1.10,0.44,2.32
6.0,3.06,1.33,6.27
7.0,6.72,3.77,10.56
8.0,5.22,2.80,8.69
9.0,4.63,2.52,7.23
10.0,2.60,1.51,4.03
11.0,1.45,0.77,2.39
12.0,1.62,1.09,2.22
