Month,SCA
1.0,-0.04
2.0,-0.05
3.0,-0.11
4.0,-0.09
5.0,4.12
6.0,1.40
7.0,2.15
8.0,0.31
9.0,0.52
10.0,0.19
11.0,0.00
12.0,0.03
