Month,SCA
1.0,0.00
2.0,0.09
3.0,0.01
4.0,0.00
5.0,-1.01
6.0,-0.01
7.0,-0.05
8.0,0.00
9.0,-0.10
10.0,0.00
11.0,-0.02
12.0,-0.03
