Month,Mean,P25,P75
1.0,0.00,0.00,0.12
2.0,0.00,0.00,0.19
3.0,0.15,0.00,0.83
4.0,1.15,0.26,3.14
5.0,5.50,2.73,9.31
6.0,10.88,6.34,16.58
7.0,10.67,6.01,16.49
8.0,5.27,2.57,8.98
9.0,1.50,0.36,3.64
10.0,0.29,0.03,1.32
11.0,0.03,0.00,0.42
12.0,0.00,0.00,0.09
