Month,Mean,P25,P75
1.0,1.17,0.63,2.18
2.0,1.15,0.54,2.48
3.0,0.84,0.43,2.24
4.0,1.30,0.44,5.42
5.0,9.06,1.86,24.06
6.0,21.03,8.62,40.23
7.0,16.96,4.62,43.94
8.0,13.92,2.82,38.61
9.0,7.21,1.55,18.77
10.0,2.27,0.76,6.00
11.0,0.85,0.48,1.90
12.0,0.55,0.35,0.96
